Symbol
NSE:NIFTY50-INDEX
BSE:SENSEX-INDEX
NSE:ITC-EQ
NSE:HDFCBANK-EQ
NSE:PIDILITIND-EQ
NSE:KEI-EQ
NSE:UPL-EQ
