Symbol
NSE:NIFTY50-INDEX
BSE:SENSEX-INDEX
NSE:APOLLOHOSP-EQ
NSE:TITAN-EQ
NSE:SUNPHARMA-EQ
NSE:TVSMOTOR-EQ
NSE:RADICO-EQ
