Symbol
NSE:NIFTY50-INDEX
BSE:SENSEX-INDEX
NSE:SOLARINDS-EQ
NSE:PIDILITIND-EQ
NSE:RADICO-EQ
NSE:UPL-EQ
NSE:GLENMARK-EQ
